statement,truth_value,category,source
98 - 78 = 26,falso,matematicas,variaciones_matematicas
99 + 100 = 219,falso,matematicas,variaciones_matematicas
96 ÷ 63 = 1,verdadero,matematicas,variaciones_matematicas
135² = 18225,verdadero,matematicas,variaciones_matematicas
199 + 28 + 48 = 275,verdadero,matematicas,variaciones_matematicas
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
71 - 19 = 52,verdadero,matematicas,generador_masivo
Vue.js es un framework progresivo,verdadero,tecnologia,variaciones_tecnologicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
179 + 68 + 4 = 258,falso,matematicas,variaciones_matematicas
32 ÷ 48 = 4,falso,matematicas,generador_masivo
La Edad Media duró del siglo V al XV,verdadero,historia,basico
(137 + 90) × 22 = 4994,verdadero,matematicas,variaciones_matematicas
58 + 6 + 33 = 101,falso,matematicas,variaciones_matematicas
16 + 43 + 44 = 103,verdadero,matematicas,variaciones_matematicas
34 ÷ 45 = 10,falso,matematicas,generador_masivo
(121 + 20) × 5 = 715,falso,matematicas,variaciones_matematicas
137 ÷ 46 = 2,verdadero,matematicas,variaciones_matematicas
94² = 8836,verdadero,matematicas,variaciones_matematicas
7 ÷ 44 = 3,falso,matematicas,generador_masivo
44 + 38 = 92,falso,matematicas,generador_masivo
84 - 66 = 18,verdadero,matematicas,variaciones_matematicas
67 - 49 = 20,falso,matematicas,generador_masivo
89 × 50 = 4455,falso,matematicas,generador_masivo
56 ÷ 13 = 4,verdadero,matematicas,generador_masivo
11 - 9 = 2,verdadero,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
82 - 42 = 48,falso,matematicas,generador_masivo
√4489 = 67,verdadero,matematicas,variaciones_matematicas
188 + 65 + 8 = 261,verdadero,matematicas,variaciones_matematicas
Un pentágono no tiene 5 lados,falso,matematicas,matematicas_adicional
144 + 14 + 25 = 186,falso,matematicas,variaciones_matematicas
(133 + 100) × 46 = 10718,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,ciencia_adicional
48 + 37 = 91,falso,matematicas,generador_masivo
85 ÷ 25 = 23,falso,matematicas,variaciones_matematicas
(152 + 64) × 47 = 10152,verdadero,matematicas,variaciones_matematicas
140 + 76 = 216,verdadero,matematicas,variaciones_matematicas
112 + 92 + 19 = 223,verdadero,matematicas,variaciones_matematicas
83 × 42 = 3486,verdadero,matematicas,generador_masivo
(184 + 34) × 47 = 10260,falso,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
47 - 10 = 47,falso,matematicas,generador_masivo
1 ÷ 33 = 0,verdadero,matematicas,generador_masivo
28 + 46 = 84,falso,matematicas,generador_masivo
37 × 23 = 856,falso,matematicas,generador_masivo
107 + 61 = 185,falso,matematicas,variaciones_matematicas
89 + 98 + 2 = 194,falso,matematicas,variaciones_matematicas
√1936 = 44,verdadero,matematicas,variaciones_matematicas
√1600 = 40,verdadero,matematicas,variaciones_matematicas
145² = 21025,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
82 ÷ 3 = 30,falso,matematicas,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
41 + 19 = 60,verdadero,matematicas,generador_masivo
111 ÷ 6 = 18,verdadero,matematicas,variaciones_matematicas
114 ÷ 18 = 6,verdadero,matematicas,variaciones_matematicas
40 ÷ 18 = 2,verdadero,matematicas,generador_masivo
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
146 ÷ 23 = 6,verdadero,matematicas,variaciones_matematicas
√12321 = 111,verdadero,matematicas,variaciones_matematicas
186² = 34596,verdadero,matematicas,variaciones_matematicas
El punto de ebullición del benceno no es 80.1°C,falso,ciencia,variaciones_cientificas
95 × 13 = 1244,falso,matematicas,generador_masivo
196 + 56 + 28 = 285,falso,matematicas,variaciones_matematicas
"Italia tiene una población de 67,506,749 habitantes",falso,geografia,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
SQL no es un lenguaje de basno es de datos,falso,tecnologia,generador_masivo
31 + 26 = 57,verdadero,matematicas,variaciones_matematicas
196 + 63 + 43 = 319,falso,matematicas,variaciones_matematicas
136² = 18496,verdadero,matematicas,variaciones_matematicas
47 + 9 = 56,verdadero,matematicas,generador_masivo
28 + 99 = 129,falso,matematicas,variaciones_matematicas
141 - 81 = 60,verdadero,matematicas,variaciones_matematicas
67 - 49 = 18,verdadero,matematicas,generador_masivo
34 - 40 = -6,verdadero,matematicas,generador_masivo
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
3 ÷ 9 = 1,falso,matematicas,generador_masivo
Da Vinci pintó la Mona Lisa en 1503,verdadero,historia,generador_masivo
80 - 13 = 67,verdadero,matematicas,generador_masivo
83 × 42 = 3493,falso,matematicas,generador_masivo
(63 + 3) × 30 = 1987,falso,matematicas,variaciones_matematicas
40 ÷ 9 = 7,falso,matematicas,variaciones_matematicas
40 × 31 = 1240,verdadero,matematicas,generador_masivo
"China tiene una población de 1,439,323,776 habitantes",verdadero,geografia,generador_masivo
(29 + 2) × 24 = 744,verdadero,matematicas,variaciones_matematicas
14 × 38 = 536,falso,matematicas,generador_masivo
163 + 94 + 13 = 281,falso,matematicas,variaciones_matematicas
82 + 54 + 25 = 161,verdadero,matematicas,variaciones_matematicas
73 ÷ 27 = 5,falso,matematicas,generador_masivo
32 ÷ 5 = 14,falso,matematicas,generador_masivo
43 - 28 = 15,verdadero,matematicas,variaciones_matematicas
Pekín no es la capital de China,falso,geografia,basico
27 + 49 = 76,verdadero,matematicas,generador_masivo
185 ÷ 83 = 2,verdadero,matematicas,variaciones_matematicas
156 - 68 = 88,verdadero,matematicas,variaciones_matematicas
El punto de ebullición del xileno es 138.4°C,verdadero,ciencia,variaciones_cientificas
111 × 92 = 10218,falso,matematicas,variaciones_matematicas
149² = 22208,falso,matematicas,variaciones_matematicas
El asteroide (2015 OD22) tiene un diámetro aproximado de 0.34 km,verdadero,astronomia,nasa
65 - 24 = 46,falso,matematicas,variaciones_matematicas
12 - 69 = -41,falso,matematicas,variaciones_matematicas
Angular no es un framework de Google,falso,tecnologia,variaciones_tecnologicas
El asteroide (2012 LJ2) tiene un diámetro aproximado de 0.27 km,verdadero,astronomia,nasa
80 ÷ 33 = 8,falso,matematicas,generador_masivo
14 + 49 = 63,verdadero,matematicas,generador_masivo
117 + 16 + 7 = 151,falso,matematicas,variaciones_matematicas
El asteroide (2024 AH1) tiene un diámetro aproximado de 0.04 km,verdadero,astronomia,nasa
73 × 40 = 2924,falso,matematicas,generador_masivo
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
32 ÷ 5 = 6,verdadero,matematicas,generador_masivo
52 - 21 = 41,falso,matematicas,generador_masivo
4³ = 64,verdadero,matematicas,basico
195² = 38045,falso,matematicas,variaciones_matematicas
52 + 40 = 93,falso,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
(172 + 81) × 48 = 12144,verdadero,matematicas,variaciones_matematicas
39 + 25 = 68,falso,matematicas,generador_masivo
El asteroide (2012 AB11) tiene un diámetro aproximado de 0.20 km,verdadero,astronomia,nasa
181 ÷ 19 = 21,falso,matematicas,variaciones_matematicas
103 + 63 = 166,verdadero,matematicas,variaciones_matematicas
94² = 8842,falso,matematicas,variaciones_matematicas
17 + 11 = 38,falso,matematicas,generador_masivo
72 - 3 = 69,verdadero,matematicas,generador_masivo
164 + 71 = 235,verdadero,matematicas,variaciones_matematicas
80 × 42 = 3360,verdadero,matematicas,generador_masivo
(154 + 16) × 50 = 8511,falso,matematicas,variaciones_matematicas
23 - 66 = -32,falso,matematicas,variaciones_matematicas
134 + 65 = 199,verdadero,matematicas,variaciones_matematicas
75 ÷ 9 = 8,verdadero,matematicas,generador_masivo
74 × 47 = 3478,verdadero,matematicas,generador_masivo
14 × 34 = 476,verdadero,matematicas,variaciones_matematicas
"El río Mississippi no tiene 6,275 km de longitud",falso,geografia,variaciones_geograficas
196 + 64 = 260,verdadero,matematicas,variaciones_matematicas
70 - 93 = -23,verdadero,matematicas,variaciones_matematicas
2 × 25 = 56,falso,matematicas,generador_masivo
175 - 45 = 130,verdadero,matematicas,variaciones_matematicas
80 ÷ 9 = 16,falso,matematicas,generador_masivo
27 - 8 = 24,falso,matematicas,generador_masivo
105 ÷ 11 = 23,falso,matematicas,variaciones_matematicas
66 × 4 = 282,falso,matematicas,variaciones_matematicas
El mercurio ebullicion a 362°C,falso,ciencia,generador_masivo
29 ÷ 25 = 1,verdadero,matematicas,variaciones_matematicas
129 ÷ 8 = 16,verdadero,matematicas,variaciones_matematicas
92 + 3 = 100,falso,matematicas,generador_masivo
31 + 19 = 51,falso,matematicas,generador_masivo
El asteroide (2018 BA) tiene un diámetro aproximado de 0.06 km,verdadero,astronomia,nasa
169 ÷ 12 = 14,verdadero,matematicas,variaciones_matematicas
74 × 32 = 2368,verdadero,matematicas,variaciones_matematicas
139 + 86 + 24 = 249,verdadero,matematicas,variaciones_matematicas
78 ÷ 6 = 21,falso,matematicas,generador_masivo
122² = 14884,verdadero,matematicas,variaciones_matematicas
72 + 28 = 100,verdadero,matematicas,generador_masivo
111² = 12341,falso,matematicas,variaciones_matematicas
123 + 75 + 12 = 210,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
El asteroide (2023 YX) tiene un diámetro aproximado de 0.13 km,verdadero,astronomia,nasa
174 × 62 = 10788,verdadero,matematicas,variaciones_matematicas
109 + 12 = 121,verdadero,matematicas,variaciones_matematicas
76 - 86 = -10,verdadero,matematicas,variaciones_matematicas
101 - 98 = 6,falso,matematicas,variaciones_matematicas
94 + 5 = 103,falso,matematicas,generador_masivo
69 × 83 = 5727,verdadero,matematicas,variaciones_matematicas
10 × 8 = 87,falso,matematicas,generador_masivo
58 - 47 = 17,falso,matematicas,generador_masivo
173 + 92 + 27 = 292,verdadero,matematicas,variaciones_matematicas
√1024 = 46,falso,matematicas,variaciones_matematicas
28 + 6 = 35,falso,matematicas,variaciones_matematicas
"Japón tiene una población de 132,210,927 habitantes",falso,geografia,generador_masivo
17 ÷ 27 = 6,falso,matematicas,generador_masivo
111 + 78 = 189,verdadero,matematicas,variaciones_matematicas
153 + 45 = 213,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
145 × 96 = 13922,falso,matematicas,variaciones_matematicas
94 ÷ 53 = 12,falso,matematicas,variaciones_matematicas
√6241 = 95,falso,matematicas,variaciones_matematicas
FTP no es un protocolo de transferencia de archivos,falso,tecnologia,tecnologia_adicional
193 × 31 = 5983,verdadero,matematicas,variaciones_matematicas
34 × 41 = 1394,verdadero,matematicas,generador_masivo
87 + 56 = 157,falso,matematicas,variaciones_matematicas
84 × 19 = 1596,verdadero,matematicas,generador_masivo
8 ÷ 26 = 0,verdadero,matematicas,generador_masivo
167 + 74 = 241,verdadero,matematicas,variaciones_matematicas
33 - 23 = 11,falso,matematicas,generador_masivo
El asteroide (2019 KK5) tiene un diámetro aproximado de 0.16 km,verdadero,astronomia,nasa
180 + 46 + 12 = 253,falso,matematicas,variaciones_matematicas
66 ÷ 15 = 4,verdadero,matematicas,generador_masivo
141 ÷ 25 = 5,verdadero,matematicas,variaciones_matematicas
76 × 19 = 1452,falso,matematicas,generador_masivo
Los Ángeles es una ciudad de Australia,falso,geografia,generador_masivo
111 ÷ 3 = 55,falso,matematicas,variaciones_matematicas
91 ÷ 14 = 10,falso,matematicas,generador_masivo
29 + 14 = 43,verdadero,matematicas,variaciones_matematicas
139 ÷ 99 = 1,verdadero,matematicas,variaciones_matematicas
122² = 14884,verdadero,matematicas,variaciones_matematicas
87 + 33 = 120,verdadero,matematicas,variaciones_matematicas
13 ÷ 43 = 0,verdadero,matematicas,generador_masivo
√33856 = 184,verdadero,matematicas,variaciones_matematicas
La densidad del plomo es 11.34 g/cm³,verdadero,ciencia,variaciones_cientificas
34 - 38 = -4,verdadero,matematicas,variaciones_matematicas
35² = 1225,verdadero,matematicas,variaciones_matematicas
105 ÷ 21 = 22,falso,matematicas,variaciones_matematicas
124 + 84 = 208,verdadero,matematicas,variaciones_matematicas
59 - 19 = 44,falso,matematicas,generador_masivo
168² = 28224,verdadero,matematicas,variaciones_matematicas
1 × 9 = 9,verdadero,matematicas,generador_masivo
(6 + 77) × 14 = 1170,falso,matematicas,variaciones_matematicas
119² = 14161,verdadero,matematicas,variaciones_matematicas
93 × 48 = 4469,falso,matematicas,generador_masivo
El punto de ebullición del alcohol no es 78.37°C,falso,ciencia,variaciones_cientificas
33 - 23 = 10,verdadero,matematicas,generador_masivo
50 - 30 = 20,verdadero,matematicas,generador_masivo
"El Monte Lhotse no tiene 8,516 metros de altura",falso,geografia,variaciones_geograficas
La masa de la Tierra es 5.97 × 10²⁴ kg,verdadero,ciencia,ciencia_adicional
MongoDB es una base de datos NoSQL,verdadero,tecnologia,generador_masivo
Java no es un lenguaje compilado,falso,tecnologia,generador_masivo
(159 + 51) × 5 = 1067,falso,matematicas,variaciones_matematicas
√21609 = 147,verdadero,matematicas,variaciones_matematicas
111 ÷ 6 = 35,falso,matematicas,variaciones_matematicas
√25 = 6,falso,matematicas,basico
173 ÷ 34 = 22,falso,matematicas,variaciones_matematicas
86 + 11 = 101,falso,matematicas,generador_masivo
(39 + 55) × 36 = 3384,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AR3) tiene un diámetro aproximado de 0.11 km,verdadero,astronomia,nasa
Un hexágono tiene 6 lados,verdadero,matematicas,matematicas_adicional
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
16 + 51 = 67,verdadero,matematicas,variaciones_matematicas
82 - 48 = 34,verdadero,matematicas,variaciones_matematicas
17 + 11 = 28,verdadero,matematicas,generador_masivo
48 - 83 = -32,falso,matematicas,variaciones_matematicas
3 + 55 = 58,verdadero,matematicas,variaciones_matematicas
111 + 78 = 197,falso,matematicas,variaciones_matematicas
53 × 15 = 795,verdadero,matematicas,variaciones_matematicas
√169 = 13,verdadero,matematicas,variaciones_matematicas
126 + 80 + 17 = 223,verdadero,matematicas,variaciones_matematicas
32 × 16 = 512,verdadero,matematicas,generador_masivo
(159 + 51) × 5 = 1050,verdadero,matematicas,variaciones_matematicas
28 - 33 = 1,falso,matematicas,generador_masivo
(178 + 22) × 5 = 1012,falso,matematicas,variaciones_matematicas
115 + 97 = 212,verdadero,matematicas,variaciones_matematicas
65 + 28 = 100,falso,matematicas,generador_masivo
8 ÷ 34 = 9,falso,matematicas,generador_masivo
79² = 6258,falso,matematicas,variaciones_matematicas
62 + 42 = 104,verdadero,matematicas,variaciones_matematicas
193 × 12 = 2326,falso,matematicas,variaciones_matematicas
El mercurio ebullicion a 357°C,verdadero,ciencia,generador_masivo
37 × 18 = 666,verdadero,matematicas,generador_masivo
√25 = 5,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
37 - 70 = -33,verdadero,matematicas,variaciones_matematicas
El asteroide 669051 (2012 SD22) tiene un diámetro aproximado de 0.57 km,verdadero,astronomia,nasa
(192 + 47) × 12 = 2868,verdadero,matematicas,variaciones_matematicas
El cerebro humano pesa aproximadamente 1.4 kg,verdadero,ciencia,generador_masivo
192 × 40 = 7686,falso,matematicas,variaciones_matematicas
140 + 76 + 9 = 245,falso,matematicas,variaciones_matematicas
141 ÷ 25 = 20,falso,matematicas,variaciones_matematicas
"El Monte Makalu tiene 8,485 metros de altura",verdadero,geografia,variaciones_geograficas
22 × 43 = 952,falso,matematicas,variaciones_matematicas
(80 + 49) × 38 = 4902,verdadero,matematicas,variaciones_matematicas
El número de Avogadro no es 6.022 × 10²³,falso,ciencia,ciencia_adicional
El cerebro humano pno esa aproximadamente 1.4 kg,falso,ciencia,generador_masivo
176 + 65 = 247,falso,matematicas,variaciones_matematicas
68 + 49 = 121,falso,matematicas,variaciones_matematicas
51 + 16 = 67,verdadero,matematicas,generador_masivo
(70 + 51) × 13 = 1573,verdadero,matematicas,variaciones_matematicas
18 × 13 = 234,verdadero,matematicas,generador_masivo
√5625 = 75,verdadero,matematicas,variaciones_matematicas
El asteroide (2024 AD) tiene un diámetro aproximado de 0.01 km,verdadero,astronomia,nasa
194 ÷ 52 = 15,falso,matematicas,variaciones_matematicas
Java es un lenguaje compilado,verdadero,tecnologia,generador_masivo
GraphQL es un lenguaje de consulta para APIs,verdadero,tecnologia,tecnologia_adicional
SSH permite conexionno es seguras remotas,falso,tecnologia,tecnologia_adicional
97 × 15 = 1455,verdadero,matematicas,generador_masivo
31 + 26 = 61,falso,matematicas,variaciones_matematicas
94 ÷ 46 = 7,falso,matematicas,variaciones_matematicas
143 + 88 + 39 = 281,falso,matematicas,variaciones_matematicas
√16641 = 129,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
168 + 97 + 19 = 284,verdadero,matematicas,variaciones_matematicas
111 + 46 = 168,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
103 ÷ 24 = 9,falso,matematicas,variaciones_matematicas
163 + 94 + 13 = 270,verdadero,matematicas,variaciones_matematicas
34 ÷ 39 = 7,falso,matematicas,generador_masivo
199 + 31 + 25 = 255,verdadero,matematicas,variaciones_matematicas
17 × 38 = 646,verdadero,matematicas,generador_masivo
97 - 53 = 62,falso,matematicas,variaciones_matematicas
21 - 21 = 0,verdadero,matematicas,generador_masivo
√1764 = 43,falso,matematicas,variaciones_matematicas
33 × 46 = 1519,falso,matematicas,generador_masivo
"El Monte Kangchenjunga no tiene 8,586 metros de altura",falso,geografia,variaciones_geograficas
77 + 38 + 13 = 128,verdadero,matematicas,variaciones_matematicas
83 × 25 = 2075,verdadero,matematicas,generador_masivo
37 ÷ 58 = 0,verdadero,matematicas,variaciones_matematicas
√18496 = 136,verdadero,matematicas,variaciones_matematicas
97 ÷ 24 = 13,falso,matematicas,generador_masivo
97 ÷ 41 = 22,falso,matematicas,variaciones_matematicas
14 × 37 = 518,verdadero,matematicas,generador_masivo
124 - 96 = 28,verdadero,matematicas,variaciones_matematicas
156 - 78 = 78,verdadero,matematicas,variaciones_matematicas
Lima es una ciudad de Perú,verdadero,geografia,generador_masivo
√3 es aproximadamente 1.73205,verdadero,matematicas,matematicas_adicional
73 + 23 = 96,verdadero,matematicas,generador_masivo
57 - 19 = 38,verdadero,matematicas,generador_masivo
El agua ebullicion a 105°C,falso,ciencia,generador_masivo
179² = 32046,falso,matematicas,variaciones_matematicas
82 ÷ 2 = 51,falso,matematicas,generador_masivo
41 - 17 = 24,verdadero,matematicas,generador_masivo
55 - 13 = 51,falso,matematicas,variaciones_matematicas
39² = 1521,verdadero,matematicas,variaciones_matematicas
68 × 16 = 1092,falso,matematicas,generador_masivo
(29 + 2) × 24 = 753,falso,matematicas,variaciones_matematicas
32 × 16 = 517,falso,matematicas,generador_masivo
60 + 89 + 12 = 161,verdadero,matematicas,variaciones_matematicas
(172 + 81) × 48 = 12149,falso,matematicas,variaciones_matematicas
(189 + 28) × 27 = 5865,falso,matematicas,variaciones_matematicas
79 + 50 = 129,verdadero,matematicas,generador_masivo
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
10 × 37 = 370,verdadero,matematicas,generador_masivo
156 ÷ 49 = 3,verdadero,matematicas,variaciones_matematicas
64 + 10 = 74,verdadero,matematicas,generador_masivo
19 + 50 = 79,falso,matematicas,generador_masivo
65 + 48 = 115,falso,matematicas,generador_masivo
48 + 37 = 85,verdadero,matematicas,generador_masivo
64² = 4105,falso,matematicas,variaciones_matematicas
La numero avogadro es 6.66e+23,falso,ciencia,generador_masivo
139 - 49 = 90,verdadero,matematicas,variaciones_matematicas
70 ÷ 36 = 1,verdadero,matematicas,generador_masivo
(30 + 70) × 10 = 1000,verdadero,matematicas,variaciones_matematicas
47² = 2209,verdadero,matematicas,variaciones_matematicas
112 ÷ 40 = 2,verdadero,matematicas,variaciones_matematicas
(127 + 73) × 34 = 6800,verdadero,matematicas,variaciones_matematicas
36 × 62 = 2232,verdadero,matematicas,variaciones_matematicas
96 × 5 = 487,falso,matematicas,variaciones_matematicas
91 + 51 + 49 = 200,falso,matematicas,variaciones_matematicas
115² = 13225,verdadero,matematicas,variaciones_matematicas
68² = 4627,falso,matematicas,variaciones_matematicas
43 - 67 = -24,verdadero,matematicas,variaciones_matematicas
Los humanos tienen 206 huesos,verdadero,ciencia,generador_masivo
La Guerra de Corea duró de 1950 a 1953,verdadero,historia,generador_masivo
177 × 26 = 4602,verdadero,matematicas,variaciones_matematicas
(36 + 15) × 9 = 459,verdadero,matematicas,variaciones_matematicas
(29 + 6) × 22 = 774,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
94 ÷ 3 = 31,verdadero,matematicas,generador_masivo
92 + 3 = 95,verdadero,matematicas,generador_masivo
19 ÷ 65 = 0,verdadero,matematicas,variaciones_matematicas
19 + 20 = 47,falso,matematicas,generador_masivo
Los humanos no tienen 5 sentidos,falso,ciencia,generador_masivo
72 - 32 = 50,falso,matematicas,generador_masivo
188 × 4 = 752,verdadero,matematicas,variaciones_matematicas
23 - 66 = -43,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
49 - 21 = 42,falso,matematicas,variaciones_matematicas
Los humanos tienen 5 sentidos,verdadero,ciencia,generador_masivo
151 - 51 = 103,falso,matematicas,variaciones_matematicas
41 + 19 = 62,falso,matematicas,generador_masivo
4 - 50 = -40,falso,matematicas,generador_masivo
94 + 39 = 133,verdadero,matematicas,generador_masivo
20 + 86 = 106,verdadero,matematicas,variaciones_matematicas
(31 + 38) × 9 = 621,verdadero,matematicas,variaciones_matematicas
61 ÷ 52 = 18,falso,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
94 - 47 = 47,verdadero,matematicas,generador_masivo
2 × 25 = 50,verdadero,matematicas,generador_masivo
199² = 39612,falso,matematicas,variaciones_matematicas
111 + 70 + 16 = 199,falso,matematicas,variaciones_matematicas
174² = 30285,falso,matematicas,variaciones_matematicas
89 + 14 + 24 = 141,falso,matematicas,variaciones_matematicas
87 ÷ 21 = 4,verdadero,matematicas,generador_masivo
39 ÷ 39 = 1,verdadero,matematicas,generador_masivo
62 ÷ 9 = 6,verdadero,matematicas,variaciones_matematicas
√11236 = 121,falso,matematicas,variaciones_matematicas
"El río Yangtsé tiene 6,300 km de longitud",verdadero,geografia,variaciones_geograficas
√2116 = 46,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
El asteroide (2012 BV13) tiene un diámetro aproximado de 0.21 km,verdadero,astronomia,nasa
"La distancia Tierra-Luna no es 384,400 km",falso,ciencia,ciencia_adicional
93 + 26 = 119,verdadero,matematicas,generador_masivo
El corazón humano late 60-100 vecno es por minuto,falso,ciencia,generador_masivo
157 + 13 = 170,verdadero,matematicas,variaciones_matematicas
139² = 19335,falso,matematicas,variaciones_matematicas
185 × 32 = 5920,verdadero,matematicas,variaciones_matematicas
91 - 42 = 49,verdadero,matematicas,variaciones_matematicas
128 - 81 = 61,falso,matematicas,variaciones_matematicas
√9216 = 96,verdadero,matematicas,variaciones_matematicas
121 ÷ 81 = 1,verdadero,matematicas,variaciones_matematicas
157 + 13 = 188,falso,matematicas,variaciones_matematicas
185 - 7 = 178,verdadero,matematicas,variaciones_matematicas
184 × 1 = 185,falso,matematicas,variaciones_matematicas
43 + 45 = 98,falso,matematicas,generador_masivo
31 × 48 = 1493,falso,matematicas,generador_masivo
(192 + 61) × 39 = 9869,falso,matematicas,variaciones_matematicas
28 ÷ 9 = 13,falso,matematicas,generador_masivo
160 - 76 = 84,verdadero,matematicas,variaciones_matematicas
108 × 88 = 9504,verdadero,matematicas,variaciones_matematicas
77 + 20 = 100,falso,matematicas,generador_masivo
197 + 53 = 270,falso,matematicas,variaciones_matematicas
56 + 40 = 101,falso,matematicas,generador_masivo
92 × 39 = 3593,falso,matematicas,generador_masivo
49 - 24 = 25,verdadero,matematicas,generador_masivo
39 ÷ 39 = 6,falso,matematicas,generador_masivo
√8649 = 93,verdadero,matematicas,variaciones_matematicas
176² = 30990,falso,matematicas,variaciones_matematicas
(121 + 20) × 5 = 705,verdadero,matematicas,variaciones_matematicas
195 + 96 = 296,falso,matematicas,variaciones_matematicas
63 × 49 = 3095,falso,matematicas,generador_masivo
61 × 17 = 1043,falso,matematicas,generador_masivo
113 + 57 + 4 = 174,verdadero,matematicas,variaciones_matematicas
70 × 50 = 3507,falso,matematicas,generador_masivo
138 + 15 + 21 = 188,falso,matematicas,variaciones_matematicas
√19321 = 142,falso,matematicas,variaciones_matematicas
92² = 8464,verdadero,matematicas,variaciones_matematicas
80 - 62 = 19,falso,matematicas,variaciones_matematicas
48 + 43 = 100,falso,matematicas,generador_masivo
La Antigua Roma existió antno es de Cristo,falso,historia,basico
√36 = 6,verdadero,matematicas,variaciones_matematicas
La temperatura corporal normal no es 37°C,falso,ciencia,generador_masivo
40 × 50 = 2001,falso,matematicas,generador_masivo
48 - 21 = 28,falso,matematicas,generador_masivo
64 + 3 = 74,falso,matematicas,generador_masivo
18 + 50 = 68,verdadero,matematicas,variaciones_matematicas
(178 + 22) × 5 = 1000,verdadero,matematicas,variaciones_matematicas
49 + 13 = 70,falso,matematicas,generador_masivo
23 - 16 = 7,verdadero,matematicas,generador_masivo
El asteroide (2024 AM3) tiene un diámetro aproximado de 0.03 km,verdadero,astronomia,nasa
149 ÷ 78 = 11,falso,matematicas,variaciones_matematicas
19 + 12 = 31,verdadero,matematicas,variaciones_matematicas
45 ÷ 19 = 2,verdadero,matematicas,variaciones_matematicas
113 ÷ 18 = 23,falso,matematicas,variaciones_matematicas
106 ÷ 17 = 6,verdadero,matematicas,variaciones_matematicas
√9604 = 98,verdadero,matematicas,variaciones_matematicas
12 ÷ 28 = 0,verdadero,matematicas,variaciones_matematicas
11 + 21 = 41,falso,matematicas,generador_masivo
XML es un lenguaje de marcado extensible,verdadero,tecnologia,tecnologia_adicional
22 ÷ 21 = 6,falso,matematicas,generador_masivo
45 + 80 + 12 = 140,falso,matematicas,variaciones_matematicas
142 - 90 = 53,falso,matematicas,variaciones_matematicas
140 + 84 + 14 = 253,falso,matematicas,variaciones_matematicas
79² = 6241,verdadero,matematicas,variaciones_matematicas
√9216 = 104,falso,matematicas,variaciones_matematicas
El agua se congela a 0°C,verdadero,ciencia,basico
La temperatura corporal normal es 37°C,verdadero,ciencia,generador_masivo
Melbourne es una ciudad de Canadá,falso,geografia,generador_masivo
El asteroide (2023 RM9) tiene un diámetro aproximado de 0.18 km,verdadero,astronomia,nasa
87 ÷ 31 = 2,verdadero,matematicas,generador_masivo
36 + 47 = 93,falso,matematicas,generador_masivo
106 + 71 + 16 = 195,falso,matematicas,variaciones_matematicas
193 - 98 = 96,falso,matematicas,variaciones_matematicas
35 + 46 = 81,verdadero,matematicas,generador_masivo
47 - 10 = 37,verdadero,matematicas,generador_masivo
79 ÷ 14 = 5,verdadero,matematicas,generador_masivo
4 - 10 = -6,verdadero,matematicas,generador_masivo
86 - 37 = 56,falso,matematicas,generador_masivo
69 × 83 = 5732,falso,matematicas,variaciones_matematicas
101 ÷ 86 = 1,verdadero,matematicas,variaciones_matematicas
172² = 29584,verdadero,matematicas,variaciones_matematicas
68 + 34 = 107,falso,matematicas,generador_masivo
